id,source_id,name_ko,name_en,skin_types,skin_types_confidence,_expected_skin_types,concerns,concerns_confidence,_expected_concerns,description_ko,description_en,review_summary_ko,review_summary_en,_available_at,tags,is_approved,review_notes
8e1417bd-add5-5c65-83d6-33fead680680,prod-vt-reedle-shot-100-essence,VT 리들샷 100 에센스,VT Reedle Shot 100 Essence,normal|combination|oily|sensitive,0.75,normal|combination|oily,pores|redness|dullness|uneven_tone,0.7,wrinkles|pores|dullness,This essence features micro Reedle™ particles that gently exfoliate and refine skin texture. Apply after cleansing as the first step to boost absorption of subsequent skincare.,This essence features micro Reedle™ particles that gently exfoliate and refine skin texture. Apply after cleansing as the first step to boost absorption of subsequent skincare.,"Many users report improved skin texture, but some experience irritation. Patch test recommended. AI-generated review summary.","Many users report improved skin texture, but some experience irritation. Patch test recommended. AI-generated review summary.",olive_young,budget:moderate,,
dee92c65-4779-54bf-96ac-91f994275546,prod-numbuzin-no5-vitamin-b5-cica-serum,넘버즈인 5번 판테놀 진정 세럼,numbuzin No.5 Panthenol Soothing Serum,sensitive|dry|combination|normal|oily,0.9,sensitive|dry|combination,redness|dryness,0.95,redness|dryness|eczema,"numbuzin No.5 Panthenol Soothing Serum is a concentrated calming solution for sensitive and irritated skin. Enriched with panthenol, it strengthens the skin barrier and provides deep hydration for a healthy complexion. Perfect for daily use and gentle on all skin types.","numbuzin No.5 Panthenol Soothing Serum is a concentrated calming solution for sensitive and irritated skin. Enriched with panthenol, it strengthens the skin barrier and provides deep hydration for a healthy complexion. Perfect for daily use and gentle on all skin types.",Praised for its soothing and moisturizing effects. Some users mentioned a slightly sticky texture. *AI-generated review summary.,Praised for its soothing and moisturizing effects. Some users mentioned a slightly sticky texture. *AI-generated review summary.,olive_young,budget:budget,,
99df335a-8677-5a2d-9005-38de7428170f,prod-aestura-theracne-365-active-ampoule,에스트라 더모시카 리페어 시카 앰플,Aestura Atobarrier 365 Cica Repair Ampoule,sensitive|dry|combination,0.9,sensitive|oily|combination,redness|dryness|uneven_tone,0.85,acne|redness|pores,Soothe and strengthen your skin with the Aestura Atobarrier 365 Cica Repair Ampoule. This ampoule helps to repair damaged skin barriers and provides deep hydration. Apply gently after toner for best results.,Soothe and strengthen your skin with the Aestura Atobarrier 365 Cica Repair Ampoule. This ampoule helps to repair damaged skin barriers and provides deep hydration. Apply gently after toner for best results.,Customers praise its soothing effects. Some mention a slightly sticky texture. *AI-generated review summary.,Customers praise its soothing effects. Some mention a slightly sticky texture. *AI-generated review summary.,olive_young,budget:moderate,,
f73763b4-8cc7-5819-a3cf-06ee25dfb3b9,prod-dear-klairs-freshly-juiced-vitamin-drop,클레어스 프레쉬리 쥬스드 비타민 드롭,Klairs Freshly Juiced Vitamin Drop,normal|combination|oily|sensitive,0.85,normal|combination|sensitive,dullness|uneven_tone|dark_spots|redness,0.75,dark_spots|dullness|uneven_tone,"Klairs Freshly Juiced Vitamin Drop brightens dull skin and improves skin texture with pure Vitamin C. Use 2-3 drops after toner, morning and night, for best results.","Klairs Freshly Juiced Vitamin Drop brightens dull skin and improves skin texture with pure Vitamin C. Use 2-3 drops after toner, morning and night, for best results.","Effective for brightening, but may cause irritation for sensitive skin. Consistent use can lead to a clearer complexion. (AI Review Summary)","Effective for brightening, but may cause irritation for sensitive skin. Consistent use can lead to a clearer complexion. (AI Review Summary)",olive_young,budget:moderate,,
6d616804-864d-5124-ab9c-32414a8284ac,prod-beauty-of-joseon-ginseng-essence-water,조선미녀 인삼 에센스워터,Beauty of Joseon Ginseng Essence Water,dry|normal|combination|sensitive,0.8,dry|normal|combination,dryness|dullness|uneven_tone|wrinkles,0.75,wrinkles|dullness,"Infused with ginseng, this essence water deeply hydrates and revitalizes the skin. Its lightweight formula absorbs quickly, enhancing the effectiveness of subsequent skincare. Use as a toner or layer for added moisture.","Infused with ginseng, this essence water deeply hydrates and revitalizes the skin. Its lightweight formula absorbs quickly, enhancing the effectiveness of subsequent skincare. Use as a toner or layer for added moisture.","Users praise its hydrating and revitalizing effects, but opinions on the scent are divided. (AI-generated review summary)","Users praise its hydrating and revitalizing effects, but opinions on the scent are divided. (AI-generated review summary)",olive_young,budget:budget,,
53d20a4e-5a04-553a-b1aa-d43a8aa7be20,prod-cosrx-low-ph-good-morning-gel-cleanser,코스알엑스 로우 pH 굿모닝 젤 클렌저,COSRX Low pH Good Morning Gel Cleanser,sensitive|normal|oily|combination,0.9,oily|combination|normal|sensitive,acne|pores|redness|dryness,0.75,acne|pores,"This gentle, low pH gel cleanser balances your skin's pH level, making it perfect for your morning routine. Its mild formula effectively removes impurities and excess sebum accumulated overnight, leaving your skin feeling refreshed.","This gentle, low pH gel cleanser balances your skin's pH level, making it perfect for your morning routine. Its mild formula effectively removes impurities and excess sebum accumulated overnight, leaving your skin feeling refreshed.","Gentle and non-irritating, great for sensitive skin. Some users with dry skin found it slightly drying. (AI Review Summary)","Gentle and non-irritating, great for sensitive skin. Some users with dry skin found it slightly drying. (AI Review Summary)",olive_young|chicor,budget:budget,,
5abea2ea-8ad7-5415-b1d5-9704fb828de3,prod-innisfree-green-tea-foam-cleanser,이니스프리 그린티 폼 클렌저,Innisfree Green Tea Foam Cleanser,oily|combination|normal,0.8,oily|combination|normal,pores|dryness|dullness,0.75,pores|dullness,"This foam cleanser, enriched with Jeju green tea, leaves skin feeling hydrated and soft. Its rich lather effectively removes impurities while maintaining moisture, preventing tightness after cleansing.","This foam cleanser, enriched with Jeju green tea, leaves skin feeling hydrated and soft. Its rich lather effectively removes impurities while maintaining moisture, preventing tightness after cleansing.",Pros: Rich lather and moisturizing. Cons: Scent may be polarizing. *AI-generated review summary.,Pros: Rich lather and moisturizing. Cons: Scent may be polarizing. *AI-generated review summary.,olive_young|innisfree_store,budget:budget,,
bfecd656-93f3-501b-b942-9d275aba63a3,prod-round-lab-dokdo-cleansing-oil,라운드랩 독도 클렌징 오일,ROUND LAB Dokdo Cleansing Oil,sensitive|dry|normal,0.9,dry|normal|combination|oily,dryness|redness|pores,0.8,pores|dullness,"This cleansing oil, enriched with deep sea water from Ulleungdo, provides deep cleansing and a moisturized finish. It gently melts away makeup and impurities from pores, while also helping to strengthen the skin barrier.","This cleansing oil, enriched with deep sea water from Ulleungdo, provides deep cleansing and a moisturized finish. It gently melts away makeup and impurities from pores, while also helping to strengthen the skin barrier.","The ROUND LAB Dokdo Cleansing Oil is well-regarded for its moisturizing feel and deep cleansing effect. However, some users find the cleansing power slightly insufficient for heavy makeup. *AI-generated review summary.","The ROUND LAB Dokdo Cleansing Oil is well-regarded for its moisturizing feel and deep cleansing effect. However, some users find the cleansing power slightly insufficient for heavy makeup. *AI-generated review summary.",olive_young|chicor,budget:budget,,
98d2334b-b2b6-53a5-9647-b85f532d5d78,prod-manyo-pure-cleansing-oil,마녀공장 퓨어 클렌징 오일,Manyo Factory Pure Cleansing Oil,dry|oily|combination|sensitive|normal,0.95,oily|combination|normal,acne|pores|redness|dryness|dullness,0.8,pores|acne,"Deep cleanse without irritation! This Pure Cleansing Oil gently melts away makeup and impurities with plant-based oils. Leaves skin feeling hydrated and refreshed, making it suitable for all skin types.","Deep cleanse without irritation! This Pure Cleansing Oil gently melts away makeup and impurities with plant-based oils. Leaves skin feeling hydrated and refreshed, making it suitable for all skin types.",Gentle and effective cleansing are common praises. Some users report slight eye irritation. (AI Review Summary),Gentle and effective cleansing are common praises. Some users report slight eye irritation. (AI Review Summary),olive_young,budget:budget,,
72eb85ce-d632-5a31-9609-e30272ae863e,prod-etude-soonjung-ph-65-whip-cleanser,에뛰드 순정 pH 6.5 워터리 클렌저,Etude House Soon Jung pH 6.5 Watery Cleanser,sensitive|dry|normal|combination|oily,0.9,sensitive|dry|normal,redness|dryness,0.8,redness|eczema|dryness,"Etude House Soon Jung pH 6.5 Watery Cleanser is a gentle, low-irritant cleanser that helps maintain your skin's natural pH balance. It effectively removes impurities while leaving skin feeling hydrated and refreshed, perfect for sensitive skin.","Etude House Soon Jung pH 6.5 Watery Cleanser is a gentle, low-irritant cleanser that helps maintain your skin's natural pH balance. It effectively removes impurities while leaving skin feeling hydrated and refreshed, perfect for sensitive skin.",This cleanser is praised for its gentle and hydrating formula. Some users find the cleansing power to be mild. *This is an AI-generated review summary.,This cleanser is praised for its gentle and hydrating formula. Some users find the cleansing power to be mild. *This is an AI-generated review summary.,olive_young|etude_store,budget:budget,,
0b773380-36a5-59aa-a489-5a6a929f0a85,prod-anua-heartleaf-pore-control-cleansing-oil,아누아 어성초 클렌징 오일,Anua Heartleaf Cleansing Oil,oily|combination|sensitive|normal,0.9,oily|combination,acne|redness|pores,0.85,pores|acne,"Anua Heartleaf Cleansing Oil gently melts away makeup and impurities, leaving skin feeling clean and refreshed. Infused with heartleaf extract to soothe and calm the skin. Suitable for use on wet skin.","Anua Heartleaf Cleansing Oil gently melts away makeup and impurities, leaving skin feeling clean and refreshed. Infused with heartleaf extract to soothe and calm the skin. Suitable for use on wet skin.","Generally praised for its soothing and cleansing properties. Some users may find the oil texture heavy depending on skin type. (AI-generated review summary, subjective opinions may vary.)","Generally praised for its soothing and cleansing properties. Some users may find the oil texture heavy depending on skin type. (AI-generated review summary, subjective opinions may vary.)",olive_young,budget:budget,,
34daf200-ba89-592d-8508-f18f9c79eb2b,prod-laneige-cream-skin-toner-moisturizer,라네즈 크림 스킨 토너 & 모이스처라이저,LANEIGE Cream Skin Toner & Moisturizer,dry|sensitive|normal,0.9,dry|sensitive|normal,dryness|redness,0.85,dryness|redness,"LANEIGE Cream Skin Toner & Moisturizer delivers the rich hydration of a cream in a lightweight toner. This daily moisturizing toner instantly hydrates dry skin, leaving it soft and supple from the inside out.","LANEIGE Cream Skin Toner & Moisturizer delivers the rich hydration of a cream in a lightweight toner. This daily moisturizing toner instantly hydrates dry skin, leaving it soft and supple from the inside out.","Pros: Excellent hydration, moisturizing finish. Cons: May feel slightly sticky. AI-generated review summary.","Pros: Excellent hydration, moisturizing finish. Cons: May feel slightly sticky. AI-generated review summary.",olive_young|chicor|laneige_store,budget:moderate,,
22f3568c-de59-5f80-8b57-006c90f447ba,prod-son-park-beauty-water,손앤박 뷰티워터,Son & Park Beauty Water,normal|oily|combination|sensitive|dry,0.85,oily|combination|normal,dryness|pores|dullness|uneven_tone|redness,0.75,pores|dullness,"Son & Park Beauty Water gently removes residue after cleansing, prepping skin for better absorption of subsequent skincare. It exfoliates and hydrates simultaneously, leaving skin smooth and moisturized.","Son & Park Beauty Water gently removes residue after cleansing, prepping skin for better absorption of subsequent skincare. It exfoliates and hydrates simultaneously, leaving skin smooth and moisturized.","Praised for exfoliation and hydration, but scent is polarizing. Patch test recommended for sensitive skin. (AI Review Summary)","Praised for exfoliation and hydration, but scent is polarizing. Patch test recommended for sensitive skin. (AI Review Summary)",chicor|brand_store,budget:moderate,,
6feb9fbe-8acf-5eb5-aab3-1a47b4f44994,prod-dear-klairs-supple-preparation-facial-toner,클레어스 서플 프레퍼레이션 페이셜 토너,Klairs Supple Preparation Facial Toner,dry|sensitive|normal|combination,0.95,dry|sensitive|normal,dryness|redness|uneven_tone,0.85,dryness|redness,Klairs Supple Preparation Facial Toner deeply hydrates and balances your skin's pH levels. It preps your skin for better absorption of subsequent skincare. Use morning and night to gently tone and refresh.,Klairs Supple Preparation Facial Toner deeply hydrates and balances your skin's pH levels. It preps your skin for better absorption of subsequent skincare. Use morning and night to gently tone and refresh.,Generally praised for its hydrating and gentle formula. Some users might find the scent strong. (AI Review Summary),Generally praised for its hydrating and gentle formula. Some users might find the scent strong. (AI Review Summary),olive_young,budget:moderate,,
59cfa99d-d065-57d3-a240-71eaeb7bdc4c,prod-some-by-mi-aha-bha-pha-30-days-miracle-toner,Some By Mi AHA BHA PHA 30 데이즈 미라클 토너,Some By Mi AHA BHA PHA 30 Days Miracle Toner,oily|combination|sensitive,0.95,oily|combination,acne|pores|redness|uneven_tone|dullness,0.9,acne|pores|dullness,"This toner, formulated with AHA, BHA, and PHA, effectively removes dead skin cells and impurities from pores. Experience improved skin texture and soothing effects in just 30 days. Use a cotton pad to gently wipe skin after cleansing, or apply directly with hands.","This toner, formulated with AHA, BHA, and PHA, effectively removes dead skin cells and impurities from pores. Experience improved skin texture and soothing effects in just 30 days. Use a cotton pad to gently wipe skin after cleansing, or apply directly with hands.","Many users report improved skin texture and exfoliation due to AHA, BHA, and PHA. However, some with sensitive skin may experience irritation. *AI-generated review summary.","Many users report improved skin texture and exfoliation due to AHA, BHA, and PHA. However, some with sensitive skin may experience irritation. *AI-generated review summary.",olive_young,budget:budget,,
37ca9878-b8cc-5767-b4d2-58092ce04ba4,prod-numbuzin-no1-heartleaf-soothing-toner-pad,넘버즈인 1번 맑은 어성초 토너패드,numbuzin No.1 Clear Calming Toner Pad,oily|combination|sensitive,0.9,sensitive|oily|combination,acne|redness|pores,0.85,redness|pores|acne,"This toner pad, infused with heartleaf extract, effectively calms irritated skin. Use it as a toner to gently exfoliate, or as a soothing mask on troubled areas. Achieve a clear and calm complexion.","This toner pad, infused with heartleaf extract, effectively calms irritated skin. Use it as a toner to gently exfoliate, or as a soothing mask on troubled areas. Achieve a clear and calm complexion.",Praised for its heartleaf calming effect. Sensitive skin users should check ingredients. (AI Review Summary),Praised for its heartleaf calming effect. Sensitive skin users should check ingredients. (AI Review Summary),olive_young,budget:budget,,
e6375301-5bcf-50fe-8e9c-5ba8cbc82a6a,prod-torriden-dive-in-low-molecular-hyaluronic-acid-toner,토리든 다이브인 저분자 히알루론산 토너,Torriden Dive-In Low Molecular Hyaluronic Acid Toner,dry|oily|combination|sensitive|normal,0.95,dry|sensitive|normal,dryness|redness,0.85,dryness,"Quench your skin with Torriden Dive-In Toner! This low molecular hyaluronic acid formula absorbs quickly, prepping skin and strengthening the moisture barrier without any stickiness. Use as the first step after cleansing or as a hydrating mask.","Quench your skin with Torriden Dive-In Toner! This low molecular hyaluronic acid formula absorbs quickly, prepping skin and strengthening the moisture barrier without any stickiness. Use as the first step after cleansing or as a hydrating mask.","This toner effectively combats dryness with low molecular hyaluronic acid! Fast absorption and refreshing finish are major pros. However, some users find it less moisturizing for very dry skin. (AI-based review)","This toner effectively combats dryness with low molecular hyaluronic acid! Fast absorption and refreshing finish are major pros. However, some users find it less moisturizing for very dry skin. (AI-based review)",olive_young,budget:budget,,
c8ad2639-18b6-57b8-bfdb-5f5c0a429a88,prod-bonajour-green-tea-water-bomb-toner,보나쥬르 그린티 워터 밤 토너,Bonajour Green Tea Water Bomb Toner,oily|combination|sensitive|normal,0.8,oily|combination|normal,redness|dryness|pores|dullness|uneven_tone,0.75,pores|dullness,"This water-based toner, enriched with Jeju organic green tea extract, provides intense hydration and soothes the skin. It absorbs quickly without leaving a sticky residue, prepping your skin for the next skincare steps. Apply with a cotton pad or pat gently onto the skin after cleansing.","This water-based toner, enriched with Jeju organic green tea extract, provides intense hydration and soothes the skin. It absorbs quickly without leaving a sticky residue, prepping your skin for the next skincare steps. Apply with a cotton pad or pat gently onto the skin after cleansing.","Popular for its hydrating and refreshing feel. Some users report soothing benefits. However, some find it not moisturizing enough for dry skin. *This is an AI-generated review summary.","Popular for its hydrating and refreshing feel. Some users report soothing benefits. However, some find it not moisturizing enough for dry skin. *This is an AI-generated review summary.",olive_young,budget:budget,,
c59a3b5f-c218-5e8e-9f2b-4d849710bafc,prod-real-barrier-cicarelief-rx-fade-in-serum,리얼배리어 시카 릴리프 토너,Real Barrier Cica Relief Toner,sensitive|dry|combination|normal,0.95,sensitive|dry,redness|dryness,0.9,dryness|redness,"This Cica Relief Toner soothes sensitive and irritated skin with its gentle, skin-calming cica ingredients. It preps your complexion post-cleansing by smoothing skin texture and delivering essential hydration for a healthy skin base.","This Cica Relief Toner soothes sensitive and irritated skin with its gentle, skin-calming cica ingredients. It preps your complexion post-cleansing by smoothing skin texture and delivering essential hydration for a healthy skin base.","Users praise its soothing properties, but some mention it could be more moisturizing. *AI-generated review summary.","Users praise its soothing properties, but some mention it could be more moisturizing. *AI-generated review summary.",olive_young,budget:moderate,,
cbd60932-fda5-5d35-b790-f89e5c43f07f,prod-hera-cell-essence,헤라 셀 에센스,Hera Cell Essence,dry|normal|combination|sensitive,0.85,dry|normal|combination,dryness|dullness|uneven_tone,0.75,dullness|wrinkles|uneven_tone,"Hera Cell Essence revitalizes skin from within, creating a clear and radiant complexion. Use it as the first step in your skincare routine, morning and night, to optimize skin condition.","Hera Cell Essence revitalizes skin from within, creating a clear and radiant complexion. Use it as the first step in your skincare routine, morning and night, to optimize skin condition.","Users praise its ability to improve skin texture and hydration. However, some find it to be pricey. *This is an AI-generated review summary.","Users praise its ability to improve skin texture and hydration. However, some find it to be pricey. *This is an AI-generated review summary.",department_store|chicor,budget:premium,,
42523649-50db-53a3-aa27-50add5825a5d,prod-drjart-cicapair-foam-cleanser,닥터자르트 시카페어 폼 클렌저,Dr.Jart+ Cicapair Foam Cleanser,sensitive|oily|combination|normal,0.95,sensitive|combination|normal,redness|acne|dryness,0.85,redness|acne,"Infused with calming cica, this foam cleanser gently removes impurities while leaving skin feeling hydrated. Perfect for sensitive and irritated skin.","Infused with calming cica, this foam cleanser gently removes impurities while leaving skin feeling hydrated. Perfect for sensitive and irritated skin.","Users love its soothing effect, but some with dry skin find it slightly drying. (AI Review Summary)","Users love its soothing effect, but some with dry skin find it slightly drying. (AI Review Summary)",olive_young|chicor,budget:moderate,,
1e192afa-a50e-552d-b14d-8441afb72763,prod-drjart-cicapair-toner,닥터자르트 시카페어 토너,Dr.Jart+ Cicapair Toner,sensitive|dry|combination|normal,0.95,sensitive|combination,redness|dryness|uneven_tone,0.9,redness|acne,"Soothe sensitive skin with Dr.Jart+'s Cicapair Toner. Infused with Centella Asiatica, it strengthens the skin barrier and preps skin after cleansing, leaving it feeling calm and balanced.","Soothe sensitive skin with Dr.Jart+'s Cicapair Toner. Infused with Centella Asiatica, it strengthens the skin barrier and preps skin after cleansing, leaving it feeling calm and balanced.","Praised for its soothing effect, but some users may not like the scent. (AI-generated review summary)","Praised for its soothing effect, but some users may not like the scent. (AI-generated review summary)",olive_young|chicor,budget:moderate,,
9dde6fe6-65ae-5598-85c4-2dca43439e0c,prod-sulwhasoo-gentle-cleansing-foam-ex,설화수 순행클렌징폼 EX,Sulwhasoo Gentle Cleansing Foam EX,dry|oily|combination|sensitive|normal,0.75,dry|normal|combination,dryness|redness,0.65,dullness|dryness,"Sulwhasoo Gentle Cleansing Foam EX effectively removes impurities while leaving skin hydrated. Its soft, rich lather provides a comfortable cleansing experience, leaving your skin feeling supple and moisturized.","Sulwhasoo Gentle Cleansing Foam EX effectively removes impurities while leaving skin hydrated. Its soft, rich lather provides a comfortable cleansing experience, leaving your skin feeling supple and moisturized.","Gentle and non-irritating cleansing is a major pro. Many users report hydrated skin after use. However, the price point may be a drawback. (AI Review Summary)","Gentle and non-irritating cleansing is a major pro. Many users report hydrated skin after use. However, the price point may be a drawback. (AI Review Summary)",department_store|chicor,budget:premium,,
54a9371e-5d87-5566-8f15-537568e741bb,prod-bioderma-sensibio-h2o,바이오더마 센시비오 H2O,Bioderma Sensibio H2O,sensitive|normal|dry|combination|oily,0.95,sensitive|dry|normal,redness|dryness,0.8,redness|dryness,"Bioderma Sensibio H2O is a micellar water cleanser formulated for sensitive skin. It gently removes makeup and impurities while helping to strengthen the skin's barrier. Leaves skin feeling clean, soft, and hydrated.","Bioderma Sensibio H2O is a micellar water cleanser formulated for sensitive skin. It gently removes makeup and impurities while helping to strengthen the skin's barrier. Leaves skin feeling clean, soft, and hydrated.","Gentle and hydrating micellar water. Great for sensitive skin, but may not be strong enough for heavy makeup. *AI-generated review summary.","Gentle and hydrating micellar water. Great for sensitive skin, but may not be strong enough for heavy makeup. *AI-generated review summary.",olive_young|chicor,budget:moderate,,
30758c51-d92b-58d3-9073-115e36d4540a,prod-primera-mild-comforting-cleanser,프리메라 마일드 컴포팅 클렌저,Primera Mild Comforting Cleanser,sensitive|dry|normal|combination,0.95,sensitive|dry|normal,redness|dryness,0.85,dryness|redness,"A gentle, slightly acidic cleanser that helps soothe skin. Its soft foam effectively removes impurities while maintaining moisture after washing. Suitable for even sensitive skin.","A gentle, slightly acidic cleanser that helps soothe skin. Its soft foam effectively removes impurities while maintaining moisture after washing. Suitable for even sensitive skin.",Users praise its gentle and non-irritating cleansing. Some mention weaker cleansing power. *AI-generated review summary.,Users praise its gentle and non-irritating cleansing. Some mention weaker cleansing power. *AI-generated review summary.,chicor|brand_store,budget:moderate,,
a853fd24-2ddc-50c7-91ae-b5461fea88ac,prod-beauty-of-joseon-relief-sun-rice-probiotics-spf50-pa,뷰티오브조선 맑은쌀 선크림,Beauty of Joseon Relief Sun : Rice + Probiotics,dry|oily|combination|sensitive|normal,0.9,dry|normal|sensitive|combination,dryness|redness|sun_damage|dullness,0.85,sun_damage|dryness,"A moisturizing sunscreen enriched with rice extract and probiotics to soothe skin. It applies smoothly without leaving a white cast, making it perfect for daily sun protection.","A moisturizing sunscreen enriched with rice extract and probiotics to soothe skin. It applies smoothly without leaving a white cast, making it perfect for daily sun protection.","Praised for its moisturizing and gentle feel! Many users love the smooth application and lack of white cast. However, some find it slightly oily for oily skin types. (AI Review Summary)","Praised for its moisturizing and gentle feel! Many users love the smooth application and lack of white cast. However, some find it slightly oily for oily skin types. (AI Review Summary)",olive_young,budget:budget,,
8ed4c32c-6aea-5084-b562-f6e806099a85,prod-round-lab-birch-juice-moisturizing-sun-cream-spf50-pa,라운드랩 자작나무 수분 선크림,ROUND LAB Birch Juice Moisturizing Sunscreen,dry|sensitive|normal|combination,0.95,dry|sensitive|normal,dryness|sun_damage|redness,0.85,sun_damage|dryness,"This moisturizing sunscreen, enriched with birch sap, calms and hydrates skin while providing broad-spectrum UV protection. Its lightweight, non-greasy formula absorbs quickly for comfortable daily wear.","This moisturizing sunscreen, enriched with birch sap, calms and hydrates skin while providing broad-spectrum UV protection. Its lightweight, non-greasy formula absorbs quickly for comfortable daily wear.","Generally praised for its moisturizing and gentle formula, but some users find it more suitable for dry skin types. (AI-generated review summary)","Generally praised for its moisturizing and gentle formula, but some users find it more suitable for dry skin types. (AI-generated review summary)",olive_young|chicor,budget:budget,,
311c51f9-a3aa-5e96-8dc7-126d772d63dc,prod-innisfree-daily-uv-defense-sunscreen-spf36-pa,이니스프리 데일리 UV 디펜스 선크림,Innisfree Daily UV Defense Sunscreen,dry|oily|combination|sensitive|normal,0.9,normal|combination|oily,sun_damage|dryness,0.85,sun_damage,"This daily sunscreen features a hydrating essence formula that protects skin without feeling sticky. Its lightweight, gentle texture makes it perfect for daily use, shielding skin from UV rays.","This daily sunscreen features a hydrating essence formula that protects skin without feeling sticky. Its lightweight, gentle texture makes it perfect for daily use, shielding skin from UV rays.","Pros: hydrating, lightweight, minimal white cast, gentle. Cons: may feel oily for oily skin types. *AI-generated review summary.","Pros: hydrating, lightweight, minimal white cast, gentle. Cons: may feel oily for oily skin types. *AI-generated review summary.",olive_young|innisfree_store,budget:budget,,
c50f204c-8a80-5dfa-9dd4-7120beb248d9,prod-numbuzin-no1-pure-glass-clean-sun-spf50-pa,넘버즈인 1번 맑은 선크림,numbuzin No.1 Clear Filter Sunscreen,sensitive|normal|combination|oily|dry,0.8,oily|combination|normal,sun_damage,0.9,sun_damage|pores,This lightweight sunscreen absorbs clearly into the skin without leaving a white cast. It protects skin from UV rays and keeps it hydrated. Recommended for daily sun care!,This lightweight sunscreen absorbs clearly into the skin without leaving a white cast. It protects skin from UV rays and keeps it hydrated. Recommended for daily sun care!,Pros: Clear finish with no white cast. Cons: May be drying for dry skin types. *AI-generated review summary.,Pros: Clear finish with no white cast. Cons: May be drying for dry skin types. *AI-generated review summary.,olive_young,budget:budget,,
efb70a93-4f1a-5f3c-b51a-5e8563077494,prod-drg-green-mild-up-sun-plus-spf50-pa,닥터지 그린 마일드 업 선플러스 SPF50+ PA++++,Dr.G Green Mild Up Sun Plus SPF50+ PA++++,sensitive|dry|normal|combination|oily,0.95,sensitive|normal|combination,sun_damage|redness|dryness,0.85,sun_damage|redness,"Dr.G Green Mild Up Sun Plus is a gentle mineral sunscreen perfect for sensitive skin. It provides soothing benefits and a hydrating finish, making it ideal for daily wear.","Dr.G Green Mild Up Sun Plus is a gentle mineral sunscreen perfect for sensitive skin. It provides soothing benefits and a hydrating finish, making it ideal for daily wear.","Gentle and hydrating, but some find the tone-up effect minimal. Recommended for sensitive skin! (AI-generated summary)","Gentle and hydrating, but some find the tone-up effect minimal. Recommended for sensitive skin! (AI-generated summary)",olive_young|chicor,budget:budget,,
b268a0a4-76ef-5a9a-849d-17064e505eb1,prod-cosrx-aloe-soothing-sun-cream-spf50-pa,코스알엑스 알로에 수딩 선크림 SPF50+ PA+++,COSRX Aloe Soothing Sun Cream SPF50+ PA+++,sensitive|dry|normal|combination,0.9,sensitive|dry|normal,redness|dryness|sun_damage,0.85,sun_damage|redness,"This daily sun cream, infused with aloe vera leaf extract, soothes and hydrates the skin. Its non-greasy formula provides a refreshing finish, making it perfect for everyday use, while SPF50+ PA+++ offers robust UV protection.","This daily sun cream, infused with aloe vera leaf extract, soothes and hydrates the skin. Its non-greasy formula provides a refreshing finish, making it perfect for everyday use, while SPF50+ PA+++ offers robust UV protection.","Users love the aloe for its soothing effect. It's hydrating and gentle, but some find it slightly drying for very dry skin. (AI Review Summary)","Users love the aloe for its soothing effect. It's hydrating and gentle, but some find it slightly drying for very dry skin. (AI Review Summary)",olive_young,budget:budget,,
51aabb22-2981-5d02-b5ba-f0ae2859a4e4,prod-aestura-atobarrier-365-hydro-soothing-sun-cream-spf50-pa,에스트라 아토베리어 365 하이드로 수딩 선크림,Estra Atobarrier 365 Hydro Soothing Sun Cream,sensitive|dry|normal|combination,0.95,sensitive|dry,sun_damage|redness|dryness,0.85,sun_damage|eczema|redness,"Estra Atobarrier 365 Hydro Soothing Sun Cream strengthens the skin barrier while providing broad-spectrum UV protection. Its hydrating formula soothes and protects even sensitive, dry skin.","Estra Atobarrier 365 Hydro Soothing Sun Cream strengthens the skin barrier while providing broad-spectrum UV protection. Its hydrating formula soothes and protects even sensitive, dry skin.",Praised for its soothing and moisturizing benefits with minimal white cast and stickiness. Some users with oily skin may find it slightly heavy. *AI-generated review summary.,Praised for its soothing and moisturizing benefits with minimal white cast and stickiness. Some users with oily skin may find it slightly heavy. *AI-generated review summary.,olive_young,budget:moderate,,
235fb9ce-550d-57be-9193-98a90e987848,prod-isoi-sun-milk-skin-moisture-spf50-pa,아이소이 선밀크 스킨 모이스처 SPF50+,isoi Sun Milk Skin Moisture SPF50+,sensitive|normal|dry|combination,0.9,dry|normal,sun_damage|dryness,0.85,sun_damage|dryness,"isoi Sun Milk provides powerful SPF50+ protection with a boost of moisture. Its gentle formula makes it perfect for daily sun care, leaving your skin feeling refreshed and protected.","isoi Sun Milk provides powerful SPF50+ protection with a boost of moisture. Its gentle formula makes it perfect for daily sun care, leaving your skin feeling refreshed and protected.","isoi Sun Milk is praised for its moisturizing and gentle formula. However, some users with oily skin find it slightly greasy. *AI-generated review summary.","isoi Sun Milk is praised for its moisturizing and gentle formula. However, some users with oily skin find it slightly greasy. *AI-generated review summary.",olive_young,budget:moderate,,
