id,source_id,name_ko,name_en,suitable_skin_types,suitable_skin_types_confidence,target_concerns,target_concerns_confidence,duration_minutes,session_count,downtime_days,price_min,price_max,description_ko,description_en,precautions_ko,precautions_en,aftercare_ko,aftercare_en,is_approved,review_notes
c06ff00d-536a-5be2-b50a-e1dc62895306,treat-salmon-dna-injection-pdrn,연어주사 (PDRN),Salmon DNA Injection (PDRN),dry|oily|combination|sensitive|normal,0.75,wrinkles|dryness|dullness|uneven_tone,0.85,45,3~4회 (2~4주 간격),1,150000,350000,"Salmon DNA injections with PDRN revitalize skin by stimulating collagen production and improving elasticity. Experience a healthy, radiant complexion with minimal downtime, allowing you to quickly resume your routine.","Salmon DNA injections with PDRN revitalize skin by stimulating collagen production and improving elasticity. Experience a healthy, radiant complexion with minimal downtime, allowing you to quickly resume your routine.","Consult with a skincare professional regarding your skin condition before treatment. Be aware of a potential 1-3 day recovery period. If you're visiting, schedule your appointment early in your trip and minimize sun exposure beforehand.","Consult with a skincare professional regarding your skin condition before treatment. Be aware of a potential 1-3 day recovery period. If you're visiting, schedule your appointment early in your trip and minimize sun exposure beforehand.","Avoid direct sun exposure, saunas, hot springs, and alcohol for a few days post-treatment. You can resume normal activities once any swelling or bruising subsides. Contact a clinic if you notice unusual symptoms.","Avoid direct sun exposure, saunas, hot springs, and alcohol for a few days post-treatment. You can resume normal activities once any swelling or bruising subsides. Contact a clinic if you notice unusual symptoms.",,
24671152-3f69-59eb-86b7-1991314f844b,treat-stem-cell-skin-rejuvenation,줄기세포 피부 재생,Stem Cell Skin Regeneration,dry|normal|combination|sensitive,0.8,wrinkles|dullness|uneven_tone|dryness,0.75,45,3~5회 (2~4주 간격),2,200000,500000,"Stem Cell Skin Regeneration is a premium treatment that revitalizes your skin from within. It improves damaged skin, restoring elasticity and radiance for a healthier, more youthful appearance.","Stem Cell Skin Regeneration is a premium treatment that revitalizes your skin from within. It improves damaged skin, restoring elasticity and radiance for a healthier, more youthful appearance.","Prior consultation regarding your skin condition is essential. Expect a recovery period of 1-3 days, so schedule accordingly, especially if you are traveling. Minimizing sun exposure after the treatment is crucial.","Prior consultation regarding your skin condition is essential. Expect a recovery period of 1-3 days, so schedule accordingly, especially if you are traveling. Minimizing sun exposure after the treatment is crucial.","After the treatment, apply sunscreen diligently and avoid saunas, hot springs, and alcohol. You can resume normal activities once swelling or redness subsides. Consult a doctor immediately if you experience any unusual symptoms.","After the treatment, apply sunscreen diligently and avoid saunas, hot springs, and alcohol. You can resume normal activities once swelling or redness subsides. Consult a doctor immediately if you experience any unusual symptoms.",,
fa016c62-7c00-58df-8e06-caf72647b76e,treat-ldm-ultrasound-moisturizing,LDM 초음파 보습,LDM Ultrasonic Hydration Treatment,dry|sensitive|normal|combination|oily,0.9,dryness|dullness,0.8,45,"주 1~2회, 8~12회",0,50000,130000,"LDM Ultrasonic Hydration Treatment deeply infuses moisture into the skin, strengthening the skin barrier and improving elasticity. Experience immediate hydration and radiance with no downtime required, allowing you to return to your daily activities right away.","LDM Ultrasonic Hydration Treatment deeply infuses moisture into the skin, strengthening the skin barrier and improving elasticity. Experience immediate hydration and radiance with no downtime required, allowing you to return to your daily activities right away.","A consultation is recommended to assess your skin condition before the treatment, and redness or temporary sensitivity may occur afterward. Plan your travel schedule considering a 1-3 day recovery period, and avoid excessive sun exposure before the treatment.","A consultation is recommended to assess your skin condition before the treatment, and redness or temporary sensitivity may occur afterward. Plan your travel schedule considering a minimal downtime (a few hours), and avoid excessive sun exposure before the treatment.","Apply sunscreen diligently after the treatment and avoid saunas, hot springs, and alcohol for a few days. Light makeup is generally acceptable the next day, but discontinue use immediately if you experience skin irritation and consult a professional.","Apply sunscreen diligently after the treatment and avoid saunas, hot springs, and alcohol for a few days. Light makeup is generally acceptable the next day, but discontinue use immediately if you experience skin irritation and consult a professional.",,
e215c44d-777a-56ff-8fd3-883928454e26,treat-botox-forehead,보톡스 이마,Botox Forehead,normal|oily|combination|dry|sensitive,0.7,wrinkles,0.95,20,3~6개월마다 반복,0,50000,150000,"Botox Forehead injections relax forehead muscles to smooth out wrinkles. Results appear within days, offering quick treatment with minimal downtime. Expect a natural wrinkle reduction.","Botox Forehead injections relax forehead muscles to smooth out wrinkles. Results appear within days, offering quick treatment with minimal downtime. Expect a natural wrinkle reduction.","Avoid aspirin or anticoagulants before treatment. Bruising or swelling may occur with a 1-3 day recovery. If scheduling during travel, allow ample time and avoid direct sun exposure immediately after the procedure.","Avoid aspirin or anticoagulants before treatment. Bruising or swelling may occur with a minimal downtime recovery. If scheduling during travel, allow ample time and avoid direct sun exposure immediately after the procedure.","Avoid saunas, hot springs, and alcohol for a few days post-treatment. Gentle cleansing and makeup are usually fine the next day. Contact your doctor if you experience severe pain or adverse reactions. Normal activities can resume quickly, but avoid strenuous exercise.","Avoid saunas, hot springs, and alcohol for a few days post-treatment. Gentle cleansing and makeup are usually fine the next day. Contact your doctor if you experience severe pain or adverse reactions. Normal activities can resume quickly, but avoid strenuous exercise.",,
a5a9db4a-4f6a-558e-a4aa-8008c4203c02,treat-botox-crow-s-feet,보톡스 눈가,Botox Eye Care,normal|dry|combination|oily,0.75,wrinkles,0.95,20,3~6개월마다 반복,0,50000,120000,"Botox Eye Care targets wrinkles around the eyes. This precise treatment delivers a natural-looking result, softening fine lines and creating a more youthful appearance. Minimal downtime allows for a quick return to your daily routine.","Botox Eye Care targets wrinkles around the eyes. This precise treatment delivers a natural-looking result, softening fine lines and creating a more youthful appearance. Minimal downtime allows for a quick return to your daily routine.","Expect 1-3 days of potential downtime post-treatment. If you're visiting, factor this into your travel schedule. Avoid prolonged sun exposure that could irritate the treated area.","Expect minimal downtime of potential downtime post-treatment. If you're visiting, factor this into your travel schedule. Avoid prolonged sun exposure that could irritate the treated area.","Avoid sun exposure, saunas, hot springs, and alcohol for a few days post-treatment. You can generally resume normal activities immediately, but expect potential bruising or swelling. Seek medical attention if you experience severe pain or unusual symptoms.","Avoid sun exposure, saunas, hot springs, and alcohol for a few days post-treatment. You can generally resume normal activities immediately, but expect potential bruising or swelling. Seek medical attention if you experience severe pain or unusual symptoms.",,
5cadc991-7881-56eb-9397-828ab83ba913,treat-botox-jawline-masseter,보톡스 턱 (사각턱),Botox for Jaw (Square Jaw),dry|oily|combination|sensitive|normal,0,wrinkles,0.7,20,3~6개월마다 반복,0,80000,200000,"Botox for the jaw relaxes the masseter muscles, responsible for a square jaw, creating a slimmer jawline. This quick injection provides noticeable results with minimal downtime, allowing you to resume your daily routine soon after.","Botox for the jaw relaxes the masseter muscles, responsible for a square jaw, creating a slimmer jawline. This quick injection provides noticeable results with minimal downtime, allowing you to resume your daily routine soon after.","Avoid blood-thinning medications like aspirin or ibuprofen before treatment. Some bruising or swelling is possible, with a recovery period of 1-3 days. If you're a tourist, schedule your treatment well in advance of important events, and minimize sun exposure.","Avoid blood-thinning medications like aspirin or ibuprofen before treatment. Some bruising or swelling is possible, with a recovery period of minimal downtime. If you're a tourist, schedule your treatment well in advance of important events, and minimize sun exposure.","Avoid alcohol, saunas, and hot springs for a few days after the procedure. Light exercise is okay, but refrain from strenuous activities. Contact the clinic immediately if you notice any adverse reactions. Swelling typically subsides within 1-2 weeks, and the full effect will gradually appear.","Avoid alcohol, saunas, and hot springs for a few days after the procedure. Light exercise is okay, but refrain from strenuous activities. Contact the clinic immediately if you notice any adverse reactions. Swelling typically subsides within 1-2 weeks, and the full effect will gradually appear.",,
c44ef1da-54fe-59a0-9132-0b1a19b194f2,treat-filler-nasolabial-folds,필러 팔자주름,Filler Nasolabial Folds,dry|oily|combination|sensitive|normal,0.6,wrinkles,0.95,30,6~18개월마다 반복,5,200000,500000,"Filler injections smooth nasolabial folds, restoring a youthful appearance. The procedure is quick with immediate results. Expect some swelling and bruising that subsides within a few days.","Filler injections smooth nasolabial folds, restoring a youthful appearance. The procedure is quick with immediate results. Expect some swelling and bruising that subsides within a few days.","Avoid aspirin or blood thinners before treatment. Expect 1-3 days of downtime for potential swelling or bruising. If you're visiting, schedule your appointment early in your trip to minimize sun exposure and strenuous activities afterward.","Avoid aspirin or blood thinners before treatment. Expect 3-5 days of downtime for potential swelling or bruising. If you're visiting, schedule your appointment early in your trip to minimize sun exposure and strenuous activities afterward.","Avoid alcohol, saunas, and hot springs for a few days post-treatment. Light activities are fine immediately, and normal activities can resume within a week. Watch for signs of infection or unusual pain and contact the clinic if concerned. Protect the treated area from the sun.","Avoid alcohol, saunas, and hot springs for a few days post-treatment. Light activities are fine immediately, and normal activities can resume within a week. Watch for signs of infection or unusual pain and contact the clinic if concerned. Protect the treated area from the sun.",,
43cc66aa-115c-5f8e-82ec-88c7e4f80330,treat-lip-filler,필러 입술,Lip Filler,dry|oily|combination|sensitive|normal,0.7,wrinkles,0.4,30,6~18개월마다 반복,4,200000,500000,"Lip fillers enhance lip volume and definition through precise injections, creating your desired lip shape. See immediate results with minimal downtime. Enjoy naturally beautiful and fuller lips.","Lip fillers enhance lip volume and definition through precise injections, creating your desired lip shape. See immediate results with minimal downtime. Enjoy naturally beautiful and fuller lips.",Be aware of potential bruising or swelling. Tourists should plan for 1-3 days of recovery and discontinue aspirin or anticoagulants at least one week prior. Avoid excessive sun exposure before treatment.,Be aware of potential bruising or swelling. Tourists should plan for 3-5 days of recovery and discontinue aspirin or anticoagulants at least one week prior. Avoid excessive sun exposure before treatment.,"Avoid excessive sun exposure, saunas, hot springs, and alcohol for a few days. Light activities can be resumed immediately, but avoid strenuous exercise for about a week. Contact the clinic if swelling, bruising, or pain worsens.","Avoid excessive sun exposure, saunas, hot springs, and alcohol for a few days. Light activities can be resumed immediately, but avoid strenuous exercise for about a week. Contact the clinic if swelling, bruising, or pain worsens.",,
a4debc91-0797-5333-91cf-2401694154d8,treat-skin-botox-meso-botox,스킨보톡스,Skin Botox,normal|dry|oily|combination|sensitive,0.7,wrinkles|pores|dullness,0.85,20,3~6개월마다 반복,0,100000,250000,"Skin Botox involves injecting small doses of Botox into the skin to improve fine lines, minimize pores, and refine skin texture. This quick procedure enhances skin elasticity with minimal downtime.","Skin Botox involves injecting small doses of Botox into the skin to improve fine lines, minimize pores, and refine skin texture. This quick procedure enhances skin elasticity with minimal downtime.","Avoid blood-thinning medications like aspirin or ibuprofen for one week prior to treatment. Bruising or swelling is possible, requiring 1-3 days recovery. If you're a tourist, schedule your appointment accordingly, minimize sun exposure, and avoid strenuous activity afterwards.","Avoid blood-thinning medications like aspirin or ibuprofen for one week prior to treatment. Bruising or swelling is possible, requiring 1-3 days recovery. If you're a tourist, schedule your appointment accordingly, minimize sun exposure, and avoid strenuous activity afterwards.","Avoid sun exposure, saunas, hot springs, and alcohol for a few days post-treatment. Gentle cleansing and makeup are usually fine the next day. Contact the clinic if redness or itching persists. Most normal activities can be resumed immediately.","Avoid sun exposure, saunas, hot springs, and alcohol for a few days post-treatment. Gentle cleansing and makeup are usually fine the next day. Contact the clinic if redness or itching persists. Most normal activities can be resumed immediately.",,
7d05e3b4-7216-5db8-9f9b-7efc92dc7376,treat-volume-filler-forehead-temple,볼륨 필러 (이마/관자놀이),Volume Filler (Forehead/Temples),dry|oily|combination|sensitive|normal,0.6,wrinkles|dullness,0.85,30,6~18개월마다 반복,5,300000,800000,"Volume Filler injections restore lost volume to the forehead and temples, enhancing facial contours. This simple procedure provides immediate volume with minimal swelling, allowing for a quick recovery.","Volume Filler injections restore lost volume to the forehead and temples, enhancing facial contours. This simple procedure provides immediate volume with minimal swelling, allowing for a quick recovery.","Avoid aspirin and anticoagulants for one week before the procedure. Bruising or swelling may occur, requiring 1-3 days of recovery. If you're visiting, schedule your appointment early in your trip to allow ample recovery time.","Avoid aspirin and anticoagulants for one week before the procedure. Bruising or swelling may occur, requiring 3-5 days of recovery. If you're visiting, schedule your appointment early in your trip to allow ample recovery time.","Avoid excessive sun exposure, saunas, hot springs, and alcohol for a few days after the procedure. Gentle cleansing is permitted, but avoid harsh rubbing of the treated area. Contact the clinic if swelling or bruising worsens. Normal activities can typically resume after 2-3 days.","Avoid excessive sun exposure, saunas, hot springs, and alcohol for a few days after the procedure. Gentle cleansing is permitted, but avoid harsh rubbing of the treated area. Contact the clinic if swelling or bruising worsens. Normal activities can typically resume after 2-3 days.",,
91ae2f24-aceb-545d-adce-22eed018b90e,treat-water-glow-injection-skinbooster,물광주사,Water Glow Injection,dry|normal|combination|sensitive,0.8,dryness|dullness|uneven_tone|wrinkles,0.75,30,3~4회 (2~4주 간격),3,150000,350000,"Water Glow Injection deeply hydrates the skin, providing instant moisture and radiance. By directly injecting hyaluronic acid, it helps improve skin tone and reduce fine lines, resulting in healthy, glowing skin in a short time.","Water Glow Injection deeply hydrates the skin, providing instant moisture and radiance. By directly injecting hyaluronic acid, it helps improve skin tone and reduce fine lines, resulting in healthy, glowing skin in a short time.","Consider a downtime of 1-3 days after the treatment. If you are a tourist, schedule your appointment with sufficient time to recover and avoid excessive sun exposure before and after the procedure. Also, discontinue aspirin or anticoagulant medications before the treatment.","Consider a downtime of 1-3 days after the treatment. If you are a tourist, schedule your appointment with sufficient time to recover and avoid excessive sun exposure before and after the procedure. Also, discontinue aspirin or anticoagulant medications before the treatment.","For a few days after the treatment, avoid strong sun exposure, saunas, hot springs, and alcohol. Light washing and makeup are possible from the next day. Consult the clinic if redness or swelling worsens. You can resume normal activities after a few days.","For a few days after the treatment, avoid strong sun exposure, saunas, hot springs, and alcohol. Light washing and makeup are possible from the next day. Consult the clinic if redness or swelling worsens. You can resume normal activities after a few days.",,
b8bb2cbe-d5e9-55b1-b44a-86c0328e8043,treat-juvederm-voluma-filler,쥬베덤 볼보 필러,Juvederm Volbella Filler,dry|oily|combination|sensitive|normal,0.6,wrinkles,0.9,30,12~18개월마다 반복,5,300000,700000,"Juvederm Volbella Filler enhances lips and smooths fine lines around the mouth. Expect natural volume and hydration with minimal swelling and bruising, allowing for a quick recovery.","Juvederm Volbella Filler enhances lips and smooths fine lines around the mouth. Expect natural volume and hydration with minimal swelling and bruising, allowing for a quick recovery.","Avoid blood thinners like aspirin or ibuprofen before treatment. Expect 1-3 days of recovery. If you are visiting, schedule your appointment accordingly, and minimize sun exposure, avoiding treatment right before any important event.","Avoid blood thinners like aspirin or ibuprofen before treatment. Expect 3-5 days of recovery. If you are visiting, schedule your appointment accordingly, and minimize sun exposure, avoiding treatment right before any important event.","Avoid saunas, hot springs, and alcohol for a few days after treatment. Swelling and bruising will subside naturally. Contact the clinic immediately if you experience severe pain or any adverse reactions. Light activities can be resumed immediately.","Avoid saunas, hot springs, and alcohol for a few days after treatment. Swelling and bruising will subside naturally. Contact the clinic immediately if you experience severe pain or any adverse reactions. Light activities can be resumed immediately.",,
3f4f0b26-1217-561a-87b2-fa8d609d5ee8,treat-chin-filler,턱끝 필러,Chin Filler,normal|dry|oily|combination|sensitive,0.7,uneven_tone,0.6,30,6~18개월마다 반복,5,200000,500000,"Chin fillers sculpt a more defined jawline and create a balanced facial profile. This quick procedure delivers noticeable results with minimal downtime, typically involving a few days of minor swelling and bruising.","Chin fillers sculpt a more defined jawline and create a balanced facial profile. This quick procedure delivers noticeable results with minimal downtime, typically involving a few days of minor swelling and bruising.",Avoid blood-thinning medications like aspirin or ibuprofen before treatment. Allow for 1-3 days of recovery. Tourists should schedule their appointment early in their trip to minimize disruption and avoid sun exposure immediately after the procedure.,Avoid blood-thinning medications like aspirin or ibuprofen before treatment. Allow for 3-5 days of recovery. Tourists should schedule their appointment early in their trip to minimize disruption and avoid sun exposure immediately after the procedure.,"Avoid alcohol, smoking, saunas, and hot springs for a few days after treatment. Light cleansing and makeup are usually fine the next day. Watch for signs of infection or excessive swelling; contact the clinic if you experience any concerning symptoms.","Avoid alcohol, smoking, saunas, and hot springs for a few days after treatment. Light cleansing and makeup are usually fine the next day. Watch for signs of infection or excessive swelling; contact the clinic if you experience any concerning symptoms.",,
c72711ff-5dd2-51d7-8dd3-6b1d45efbbc9,treat-hydrating-facial,수분 관리,Hydration Care,dry|sensitive|normal|combination|oily,0.95,dryness|dullness,0.9,45,2~4주 간격 반복,0,50000,120000,"Hydration Care deeply moisturizes the skin from within, combating dryness and restoring a radiant complexion. This treatment focuses on delivering and retaining moisture, strengthening the skin barrier and improving texture. Expect immediate hydration and a supple feel after the procedure.","Hydration Care deeply moisturizes the skin from within, combating dryness and restoring a radiant complexion. This treatment focuses on delivering and retaining moisture, strengthening the skin barrier and improving texture. Expect immediate hydration and a supple feel after the procedure.","Consultation regarding your skin condition is necessary before the treatment, and redness or slight swelling may occur afterwards. If receiving the treatment while traveling, schedule it with ample time, considering a 1-3 day recovery period. Minimize sun exposure and avoid harsh exfoliants.","Consultation regarding your skin condition is necessary before the treatment, and redness or slight swelling may occur afterwards. If receiving the treatment while traveling, schedule it with ample time, considering a minimal downtime (a few hours). Minimize sun exposure and avoid harsh exfoliants.","After the treatment, apply sunscreen diligently and avoid saunas, hot springs, and alcohol. Light activities can be resumed after 2-3 days, and focus on keeping your skin hydrated. If redness or itching worsens, consult a skincare professional.","After the treatment, apply sunscreen diligently and avoid saunas, hot springs, and alcohol. Light activities can be resumed after 2-3 days, and focus on keeping your skin hydrated. If redness or itching worsens, consult a skincare professional.",,
436deb0c-31da-5389-8a85-3fe2147d1a92,treat-calming-facial,진정 관리,Soothing Care,sensitive|normal|dry|combination|oily,0.95,redness|dryness,0.85,45,2~4주 간격 반복,0,50000,120000,"Soothing Care is a treatment designed to quickly calm and comfort irritated skin. It reduces redness and deeply hydrates, leaving your skin healthy and revitalized.","Soothing Care is a treatment designed to quickly calm and comfort irritated skin. It reduces redness and deeply hydrates, leaving your skin healthy and revitalized.","Before the treatment, ensure your skin is thoroughly assessed and avoid using exfoliating products that may cause irritation. Expect a downtime of 1-3 days. If you're traveling, schedule your treatment with ample time for recovery and minimize sun exposure afterward.","Before the treatment, ensure your skin is thoroughly assessed and avoid using exfoliating products that may cause irritation. Expect a downtime of minimal downtime. If you're traveling, schedule your treatment with ample time for recovery and minimize sun exposure afterward.","After the treatment, diligently protect your skin from the sun and avoid saunas, hot springs, and alcohol. Normal activities can usually resume after 2-3 days. Consult a specialist immediately if you experience severe redness or itching.","After the treatment, diligently protect your skin from the sun and avoid saunas, hot springs, and alcohol. Normal activities can usually resume after 2-3 days. Consult a specialist immediately if you experience severe redness or itching.",,
b6e6829e-f56d-5556-847d-a07863afb33a,treat-brightening-facial,미백 관리,Whitening Care,normal|dry|oily|combination|sensitive,0.7,dark_spots|dullness|uneven_tone|sun_damage,0.9,45,2~4주 간격 반복,0,60000,150000,Whitening Care is an intensive treatment to brighten and even out your skin tone. It improves dullness and restores a healthy radiance for a brighter complexion. Expect some sensitivity for a few days post-treatment.,Whitening Care is an intensive treatment to brighten and even out your skin tone. It improves dullness and restores a healthy radiance for a brighter complexion. Expect some sensitivity for a few days post-treatment.,Avoid strong sun exposure for at least one week before the treatment. Sensitive skin can diminish the effectiveness of the procedure. Allow for 1-3 days of recovery and adjust your travel schedule accordingly.,Avoid strong sun exposure for at least one week before the treatment. Sensitive skin can diminish the effectiveness of the procedure. Allow for minimal downtime of recovery and adjust your travel schedule accordingly.,"Apply sunscreen diligently after the treatment and avoid saunas or hot springs. Alcohol consumption can also slow down skin recovery. You can resume normal activities after a few days, but consult a professional immediately if you experience skin irritation or problems.","Apply sunscreen diligently after the treatment and avoid saunas or hot springs. Alcohol consumption can also slow down skin recovery. You can resume normal activities after a few days, but consult a professional immediately if you experience skin irritation or problems.",,
e08e9fbd-e380-5d24-9e50-cfb5d16cf73a,treat-korean-herbal-facial,한방 관리,Hanbang Treatment,dry|sensitive|normal|combination|oily,0.7,dryness|dullness|uneven_tone,0.6,45,2~4주 간격 반복,0,80000,180000,"Experience radiant and healthy skin with our Hanbang Treatment, a holistic approach rooted in traditional Korean herbal medicine. This treatment balances and revitalizes the skin for a naturally beautiful complexion. Enjoy a relaxing experience with subtle herbal scents.","Experience radiant and healthy skin with our Hanbang Treatment, a holistic approach rooted in traditional Korean herbal medicine. This treatment balances and revitalizes the skin for a naturally beautiful complexion. Enjoy a relaxing experience with subtle herbal scents.","A consultation to assess your skin's condition is crucial before treatment. Expect a downtime of 1-3 days. If you're a tourist, schedule your treatment accordingly, minimizing sun exposure and avoiding strenuous activities. Extra caution is needed due to increased skin sensitivity.","A consultation to assess your skin's condition is crucial before treatment. Expect a downtime of minimal downtime. If you're a tourist, schedule your treatment accordingly, minimizing sun exposure and avoiding strenuous activities. Extra caution is needed due to increased skin sensitivity.","For several days post-treatment, avoid sun exposure, saunas, hot springs, and alcohol. Resume normal activities after 2-3 days. Use gentle, non-irritating skincare products. Watch for signs of redness or itching and consult a specialist immediately.","For several days post-treatment, avoid sun exposure, saunas, hot springs, and alcohol. Resume normal activities after 2-3 days. Use gentle, non-irritating skincare products. Watch for signs of redness or itching and consult a specialist immediately.",,
f8a473e1-106d-5a60-8f5e-a5fb84c25e14,treat-acne-treatment-facial,여드름 관리,Acne Treatment,oily|combination|sensitive,0.95,acne|redness|pores,0.98,45,2~4주 간격 반복,1,60000,150000,Acne treatment targets excess oil and inflammation for clearer skin. Regular sessions help reduce breakouts and achieve a smoother complexion.,Acne treatment targets excess oil and inflammation for clearer skin. Regular sessions help reduce breakouts and achieve a smoother complexion.,"Before treatment, ensure your skin is assessed. Expect a 1-3 day recovery period. If you're traveling, minimize sun exposure and schedule your treatment accordingly.","Before treatment, ensure your skin is assessed. Expect a minimal downtime (a few hours). If you're traveling, minimize sun exposure and schedule your treatment accordingly.","After treatment, apply sunscreen diligently and avoid saunas, hot springs, and alcohol. Consult a specialist if redness or itching worsens. You can generally resume normal activities within a few days.","After treatment, apply sunscreen diligently and avoid saunas, hot springs, and alcohol. Consult a specialist if redness or itching worsens. You can generally resume normal activities within a few days.",,
cb0cba20-9847-561e-aeb6-8facdadfe379,treat-led-light-therapy,LED 테라피,LED Therapy,dry|oily|combination|sensitive|normal,0.7,acne|wrinkles|dark_spots|redness|pores|dullness|uneven_tone|sun_damage,0.75,20,"주 2~3회, 8~12회",0,30000,80000,LED Therapy uses specific light wavelengths to activate skin cells. It promotes collagen production for improved elasticity and helps soothe blemishes and even skin tone. You can typically return to your daily activities immediately after treatment.,LED Therapy uses specific light wavelengths to activate skin cells. It promotes collagen production for improved elasticity and helps soothe blemishes and even skin tone. You can typically return to your daily activities immediately after treatment.,"Avoid excessive sun exposure before your LED Therapy session. You may experience some redness or dryness afterward, typically resolving within 1-2 days. If you're getting this treatment while traveling, schedule it early in your trip to minimize sun exposure and apply sunscreen diligently.","Avoid excessive sun exposure before your LED Therapy session. You may experience some redness or dryness afterward, typically resolving within 1-2 days. If you're getting this treatment while traveling, schedule it early in your trip to minimize sun exposure and apply sunscreen diligently.","After treatment, apply sunscreen liberally and focus on moisturizing your skin. Avoid saunas, hot springs, and alcohol for a few days. You can usually resume wearing light makeup the next day. Watch for any unusual skin reactions and consult a professional if needed.","After treatment, apply sunscreen liberally and focus on moisturizing your skin. Avoid saunas, hot springs, and alcohol for a few days. You can usually resume wearing light makeup the next day. Watch for any unusual skin reactions and consult a professional if needed.",,
4556bf44-ba93-5cc7-a7a1-75172efdabe5,treat-oxygen-facial,산소 관리,Oxygen Care,normal|dry|oily|combination|sensitive,0.7,dullness|dryness|redness,0.65,45,2~4주 간격 반복,0,60000,150000,"Oxygen Care infuses your skin with pure oxygen for a brighter, healthier complexion. This treatment soothes and hydrates, strengthening the skin barrier and providing an instant, radiant glow.","Oxygen Care infuses your skin with pure oxygen for a brighter, healthier complexion. This treatment soothes and hydrates, strengthening the skin barrier and providing an instant, radiant glow.","Consult with a skincare professional about your skin condition before treatment. Some redness may occur, with a recovery period of 1-2 days. If receiving this treatment while traveling, minimize sun exposure and allow ample time for your skin to stabilize.","Consult with a skincare professional about your skin condition before treatment. Some redness may occur, with a recovery period of 1-2 days. If receiving this treatment while traveling, minimize sun exposure and allow ample time for your skin to stabilize.","For a few days after treatment, avoid strong sun exposure, saunas, and hot springs. It's also best to limit alcohol consumption. If redness or itching persists, consult a skincare professional. Normal activities can usually resume after 2-3 days.","For a few days after treatment, avoid strong sun exposure, saunas, and hot springs. It's also best to limit alcohol consumption. If redness or itching persists, consult a skincare professional. Normal activities can usually resume after 2-3 days.",,
ffb88142-8ed6-5eb2-9366-3989706cb94c,treat-gold-mask-facial,골드 마스크 관리,Gold Mask Treatment,dry|oily|combination|sensitive|normal,0.7,dryness|dullness|uneven_tone,0.65,45,2~4주 간격 반복,0,80000,200000,"The Gold Mask Treatment is a premium facial that nourishes and brightens the skin. Pure gold penetrates deeply to improve elasticity and even skin tone, delivering noticeable results quickly.","The Gold Mask Treatment is a premium facial that nourishes and brightens the skin. Pure gold penetrates deeply to improve elasticity and even skin tone, delivering noticeable results quickly.","Please consult with your aesthetician about your skin condition prior to treatment. Expect a downtime of 1-3 days. If you're traveling, minimize sun exposure and avoid strenuous activities immediately following the treatment.","Please consult with your aesthetician about your skin condition prior to treatment. Expect a downtime of minimal downtime. If you're traveling, minimize sun exposure and avoid strenuous activities immediately following the treatment.","After the treatment, protect your skin with sunscreen and avoid saunas, hot springs, and alcohol. You can resume normal activities after 2-3 days. Contact a professional immediately if you experience excessive redness or itching.","After the treatment, protect your skin with sunscreen and avoid saunas, hot springs, and alcohol. You can resume normal activities after 2-3 days. Contact a professional immediately if you experience excessive redness or itching.",,
13fa4312-00f1-5b33-ad11-60537430840d,treat-fat-dissolving-injection-double-chin,지방 분해 주사 (턱 아래),Fat Dissolving Injection (Submental Area),normal|oily|combination|dry|sensitive,0.75,uneven_tone,0.85,20,2~4회 (4~8주 간격),5,150000,400000,"Fat dissolving injections target stubborn fat under the chin, sculpting a more defined jawline. The procedure is quick and discomfort is minimal, with temporary swelling or bruising. Expect to see gradual results within 1-2 weeks.","Fat dissolving injections target stubborn fat under the chin, sculpting a more defined jawline. The procedure is quick and discomfort is minimal, with temporary swelling or bruising. Expect to see gradual results within 1-2 weeks.","Avoid aspirin or anticoagulants for a week before the injection. Expect some bruising and swelling, with a downtime of 1-3 days. If you're visiting, schedule your appointment early in your trip to allow ample recovery time.","Avoid aspirin or anticoagulants for a week before the injection. Expect some bruising and swelling, with a downtime of 3-5 days. If you're visiting, schedule your appointment early in your trip to allow ample recovery time.","Avoid direct sun exposure, saunas, and hot springs for a few days post-treatment. Refrain from alcohol to minimize inflammation. Light exercise is okay once the swelling subsides. Contact the clinic if you experience severe pain or adverse reactions.","Avoid direct sun exposure, saunas, and hot springs for a few days post-treatment. Refrain from alcohol to minimize inflammation. Light exercise is okay once the swelling subsides. Contact the clinic if you experience severe pain or adverse reactions.",,
